file,horizon,baseline,mse,mae
SleepEDF_SC4001E0.csv,96,Persistence,2.2455612928594557,1.112016770240433
SleepEDF_SC4001E0.csv,96,MeanWindow,1.1177241177824018,0.7653098021580714
SleepEDF_SC4001E0.csv,336,Persistence,2.236101292561376,1.1134739947011865
SleepEDF_SC4001E0.csv,336,MeanWindow,1.121146436703776,0.7664195781536283
SleepEDF_SC4002E0.csv,96,Persistence,2.456497830095637,1.1472192836143442
SleepEDF_SC4002E0.csv,96,MeanWindow,1.2229394275995946,0.787452130211742
SleepEDF_SC4002E0.csv,336,Persistence,2.429922828176658,1.1461830499650731
SleepEDF_SC4002E0.csv,336,MeanWindow,1.2173127640495205,0.7853761406184611
